epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1648.54,0.84355,0.58225,0.87015,0.3618,0.21642,0.21249,0.13714,2.51672,2.38669,2.22635,0.0005941,0.0005941,0.0005941
84,1668.37,0.85991,0.5811,0.86291,0.40577,0.28282,0.28238,0.18665,2.50661,2.32988,2.14949,0.00058915,0.00058915,0.00058915
85,1687.68,0.87625,0.57681,0.85964,0.39485,0.24627,0.22896,0.14749,2.47823,2.26902,2.19667,0.0005842,0.0005842,0.0005842
86,1707.7,0.84905,0.57403,0.85987,0.39939,0.23134,0.21142,0.13679,2.52293,2.37746,2.17066,0.00057925,0.00057925,0.00057925
87,1726.78,0.83783,0.56539,0.85695,0.41401,0.25746,0.24972,0.16106,2.45012,2.34807,2.14621,0.0005743,0.0005743,0.0005743
88,1745.9,0.85148,0.56947,0.84613,0.29446,0.26493,0.21499,0.13307,2.52798,2.44081,2.215,0.00056935,0.00056935,0.00056935
89,1764.96,0.7898,0.5322,0.84991,0.33549,0.25746,0.21779,0.13438,2.49868,2.54018,2.2041,0.0005644,0.0005644,0.0005644
90,1784.05,0.83598,0.56374,0.86189,0.33797,0.23134,0.2134,0.13673,2.52616,2.36532,2.24947,0.00055945,0.00055945,0.00055945
91,1803.09,0.83001,0.55666,0.84921,0.30261,0.25373,0.19473,0.11705,2.5482,2.50628,2.24594,0.0005545,0.0005545,0.0005545
92,1822.14,0.85228,0.57699,0.8554,0.28129,0.28358,0.21144,0.13503,2.5359,2.32003,2.27582,0.00054955,0.00054955,0.00054955
93,1841.21,0.82395,0.55852,0.86239,0.33366,0.25373,0.2126,0.13606,2.58549,2.43177,2.32725,0.0005446,0.0005446,0.0005446
94,1860.27,0.84336,0.57302,0.86058,0.40438,0.23054,0.22999,0.14312,2.60575,2.36522,2.33092,0.00053965,0.00053965,0.00053965
95,1879.51,0.84309,0.56569,0.86416,0.27723,0.24254,0.19091,0.12387,2.5382,2.43482,2.29474,0.0005347,0.0005347,0.0005347
96,1898.62,0.85666,0.5799,0.85411,0.38206,0.23134,0.19881,0.12187,2.57589,2.40259,2.32623,0.00052975,0.00052975,0.00052975
97,1917.72,0.82044,0.54658,0.84753,0.36231,0.23134,0.20188,0.12789,2.61089,2.26147,2.4086,0.0005248,0.0005248,0.0005248
98,1936.79,0.8236,0.55102,0.85284,0.33534,0.23881,0.20052,0.12618,2.57135,2.34968,2.31787,0.00051985,0.00051985,0.00051985
99,1955.87,0.82443,0.54985,0.8497,0.38761,0.2598,0.23022,0.14684,2.54811,2.36968,2.3286,0.0005149,0.0005149,0.0005149
100,1974.92,0.81822,0.53946,0.85969,0.35054,0.24627,0.21731,0.14236,2.52781,2.36654,2.29836,0.00050995,0.00050995,0.00050995
101,1993.99,0.78552,0.52658,0.83942,0.29702,0.29851,0.22817,0.14701,2.57621,2.3073,2.33473,0.000505,0.000505,0.000505
102,2013.08,0.82623,0.5695,0.86761,0.40765,0.19776,0.19834,0.12369,2.5442,2.44428,2.28626,0.00050005,0.00050005,0.00050005
